surrogate_state,forecast_state,operating_cost,normalized_operating_cost,energy_cost,curtailment_cost,degradation,network_violation,voltage_violation,line_flow_violation,terminal_soc_deviation
S0,F0,2191.2067871094,1.0000000000,1787.3100585938,312.2909545898,91.6055068970,0.0000000000,0.0000000000,0.0000000000,0.1535663307
S0,F1,2190.9445800781,0.9998803367,1780.4645996094,325.1584472656,85.3213958740,0.0000000000,0.0000000000,0.0000000000,0.1365633309
S0,F2,2258.1618652344,1.0305562572,1778.4846191406,400.1269531250,79.5503845215,0.0000000000,0.0000000000,0.0000000000,0.1216957942
S0,F3,2272.4194335938,1.0370629769,1784.2174072266,408.7417297363,79.4603881836,0.0000000000,0.0000000000,0.0000000000,0.0984622464
S0,F4,2266.1301269531,1.0341927290,1792.2506103516,394.4921264648,79.3876113892,0.0000000000,0.0000000000,0.0000000000,0.1081329510
S0,F5,2267.4951171875,1.0348156689,1798.1151123047,390.6700439453,78.7100982666,0.0000000000,0.0000000000,0.0000000000,0.1139268950
S1,F0,2234.1140136719,1.0195815506,1799.8566894531,339.7237854004,94.5334777832,0.0000000000,0.0000000000,0.0000000000,0.1635167599
S1,F1,2184.0185546875,0.9967195098,1785.0410156250,312.2097473145,86.7676544189,0.0000000000,0.0000000000,0.0000000000,0.1397228986
S1,F2,2228.8576660156,1.0171827137,1780.9372558594,366.8801879883,81.0402145386,0.0000000000,0.0000000000,0.0000000000,0.1283916682
S1,F3,2244.6796875000,1.0244034021,1785.0766601562,379.1971130371,80.4059906006,0.0000000000,0.0000000000,0.0000000000,0.1156340912
S1,F4,2254.2543945312,1.0287730066,1799.9036865234,376.8478698730,77.5028076172,0.0000000000,0.0000000000,0.0000000000,0.1130980626
S1,F5,2273.6760253906,1.0376364471,1809.6999511719,389.1157531738,74.8600997925,0.0000000000,0.0000000000,0.0000000000,0.1133925915
S2,F0,2274.4372558594,1.0379838495,1831.7393798828,346.4427490234,96.2553710938,0.0000000000,0.0000000000,0.0000000000,0.1564035863
S2,F1,2200.3208007812,1.0041593581,1813.9591064453,296.4780883789,89.8836898804,0.0000000000,0.0000000000,0.0000000000,0.0991439670
S2,F2,2182.4848632812,0.9960195798,1796.1508789062,298.7254943848,87.6084060669,0.0000000000,0.0000000000,0.0000000000,0.0998885334
S2,F3,2193.9296875000,1.0012426488,1796.1245117188,309.3095397949,88.4954376221,0.0000000000,0.0000000000,0.0000000000,0.0927733630
S2,F4,2209.8811035156,1.0085223889,1808.1806640625,317.8811645508,83.8192062378,0.0000000000,0.0000000000,0.0000000000,0.0902741030
S2,F5,2228.9128417969,1.0172078943,1815.6616210938,330.9770202637,82.2743530273,0.0000000000,0.0000000000,0.0000000000,0.0909373313
S3,F0,2340.5737304688,1.0681665210,1851.7825927734,381.4757690430,107.3154373169,0.0000000000,0.0000000000,0.0000000000,0.1961844116
S3,F1,2240.6447753906,1.0225619912,1860.9211425781,288.2832031250,91.4405517578,0.0000000000,0.0000000000,0.0000000000,0.0095098689
S3,F2,2199.9599609375,1.0039946818,1839.5871582031,268.1957702637,92.1771697998,0.0000000000,0.0000000000,0.0000000000,0.0165528171
S3,F3,2172.8354492188,0.9916158813,1824.4140625000,259.0547485352,89.3665771484,0.0000000000,0.0000000000,0.0000000000,0.0170551464
S3,F4,2176.7734375000,0.9934130591,1826.3560791016,262.3395080566,88.0778427124,0.0000000000,0.0000000000,0.0000000000,0.0129874274
S3,F5,2186.6264648438,0.9979096805,1824.8780517578,275.2613830566,86.4870605469,0.0000000000,0.0000000000,0.0000000000,0.0134099089
S4,F0,2355.5527343750,1.0750024818,1859.9832763672,397.6788635254,97.8906097412,0.0000000000,0.0000000000,0.0000000000,0.1923619509
S4,F1,2295.5932617188,1.0476388058,1869.7449951172,339.2268371582,86.6213531494,0.0000000000,0.0000000000,0.0000000000,0.0396905057
S4,F2,2240.2265625000,1.0223711316,1845.1683349609,304.9395141602,90.1188430786,0.0000000000,0.0000000000,0.0000000000,0.0364701040
S4,F3,2182.0822753906,0.9958358509,1824.8807373047,269.2357177734,87.9659042358,0.0000000000,0.0000000000,0.0000000000,0.0421548970
S4,F4,2173.7988281250,0.9920555380,1825.3582763672,260.3840637207,88.0564727783,0.0000000000,0.0000000000,0.0000000000,0.0273861233
S4,F5,2178.0063476562,0.9939757217,1824.2391357422,266.6551818848,87.1118927002,0.0000000000,0.0000000000,0.0000000000,0.0273794085
S5,F0,2364.2170410156,1.0789566073,1860.8757324219,408.4101257324,94.9311370850,0.0000000000,0.0000000000,0.0000000000,0.1936625391
S5,F1,2327.3466796875,1.0621300981,1875.0280761719,367.8537292480,84.4649581909,0.0000000000,0.0000000000,0.0000000000,0.0579912961
S5,F2,2276.0576171875,1.0387233330,1849.4020996094,337.9282531738,88.7273254395,0.0000000000,0.0000000000,0.0000000000,0.0573456176
S5,F3,2197.8286132812,1.0030219997,1827.3847656250,282.5515441895,87.8923950195,0.0000000000,0.0000000000,0.0000000000,0.0623827279
S5,F4,2183.1806640625,0.9963371220,1828.3813476562,265.7750854492,89.0240478516,0.0000000000,0.0000000000,0.0000000000,0.0340126790
S5,F5,2175.1787109375,0.9926852745,1825.7149658203,261.2694396973,88.1943893433,0.0000000000,0.0000000000,0.0000000000,0.0328682177
